слово,дискретна тональність,усереднена тональність,дисперсія
мінімальний,0,0,0
мінімум,0,0,"0,4714045208"
міністерство,0,0,0
міноборони,0,"0,1111111111","0,3142696805"
міномет,0,"-0,5","0,7637626158"
мінометний,0,"-0,2","0,4"
міноносець,0,0,0
мінохоронздоров'я,0,0,0
мінський,0,0,0
мінус,0,"-0,4","0,4898979486"
мірка,0,"-0,3333333333","0,4714045208"
міркування,0,"-0,25","0,4330127019"
міркувати,0,0,0
міркувати,0,"0,5","0,5"
місія,0,"0,2","0,4"
містечко,1,1,"0,8164965809"
містечковий,-1,"-0,8888888889","0,7370277312"
містика,0,0,"0,8164965809"
містити,0,0,0
міститися,0,0,0
містифікація,0,"0,1111111111","0,7370277312"
містичний,0,0,0
місткий,1,"0,6666666667","0,4714045208"
місто-герой,1,"0,6666666667","0,4714045208"
містянин,0,0,0
місцевий,0,0,0
місцевість,0,0,0
міський,0,0,0
місяць,0,0,0
місячний,0,0,0
мітинг,0,"-0,2","0,4"
мітингувати,0,"-0,3333333333","0,4714045208"
міфічний,-1,"-0,6666666667","0,9428090416"
міфологічний,0,"0,2222222222","0,4157397096"
міцний,1,"0,75","0,4330127019"
міцність,1,"0,6666666667","0,4714045208"
мішанина,-1,"-1,3333333333","0,4714045208"
мішень,0,0,0
мішок,0,0,0
млрд,0,0,0
млявий,-1,-1,0
множина,0,0,0
множинний,-1,"-0,6666666667","0,9428090416"
множити,0,"0,4444444444","0,496903995"
мобілізаційний,0,0,"0,6666666667"
мобілізація,0,"-0,2222222222","0,6285393611"
мобільний,0,"0,3333333333","0,4714045208"
мова,0,"-0,3333333333","0,4714045208"
мовлення,0,0,0
мовляв,0,"-0,3333333333","0,4714045208"
мовчазний,0,"-0,4444444444","0,6849348892"
мовчання,0,0,0
могила,-1,"-0,7777777778","0,6285393611"
могильний,0,"-0,3333333333","0,4714045208"
могутній,1,"0,6666666667","0,4714045208"
могутній,1,1,0
могутність,1,"0,7777777778","0,9162456946"
модернізаційний,0,0,"0,8164965809"
модернізація,0,0,0
модернізувати,1,"0,6666666667","0,4714045208"
моджахед,-1,"-0,6666666667","0,4714045208"
модифікація,0,0,0
можайський,0,0,0
можливий,0,0,0
молдавський,0,0,0
молитва,0,"0,4","0,4898979486"
молитися,0,0,0
молоденький,0,"0,3333333333","0,4714045208"
молодий,0,0,0
молодіжний,0,"0,1666666667","0,3726779962"
молодший,0,0,0
молодь,0,0,0
моментальний,0,0,0
монархічний,0,"-0,3333333333","0,4714045208"
монархія,0,0,0
монгольський,0,0,0
моніторинг,0,"-0,1111111111","0,3142696805"
монолітний,0,0,0
монополія,0,"-0,3333333333","0,4714045208"
монстр,-1,-1,0
монумент,0,0,0
монументальний,1,1,"0,8164965809"
мопед,0,0,0
моральний,0,0,"0,8164965809"
моральний,0,"0,3333333333","0,4714045208"
моральність,1,"0,7777777778","0,6285393611"
мораторій,0,"-0,3333333333","0,4714045208"
морський,0,0,0
москвич,0,"0,25","0,4330127019"
москворецький,0,0,0
московський,0,"0,3333333333","0,4714045208"
мотивація,0,"0,3333333333","0,4714045208"
мотивований,0,"0,3333333333","0,4714045208"
моторошний,-1,"-1,25","0,4330127019"
моторошний,-1,-1,0
мотоцикліст,0,0,0
мочити,-1,"-1,1666666667","0,3726779962"
мракобісний,-2,-2,0
мракобісся,-2,"-1,5","0,5"
мрійливий,1,"0,6666666667","0,9428090416"
мрія,1,"0,6666666667","0,4714045208"
мріяти,1,1,"0,8164965809"
мстивий,-1,"-1,3333333333","0,4714045208"
мститися,-1,-1,"0,5773502692"
мудрий,1,"1,1111111111","0,7370277312"
мудрість,1,"1,4444444444","0,6849348892"
мужній,1,"1,3333333333","0,4714045208"
мужність,2,"1,6666666667","0,4714045208"
мука,-1,-1,"0,8164965809"
мультимедійний,0,0,0
мундир,0,0,0
муніципальний,0,0,0
мурманський,0,0,0
муромець,0,"0,3333333333","0,4714045208"
мусульманин,0,0,0
мусульманський,0,"-0,1111111111","0,3142696805"
мутний,-1,"-0,6666666667","0,4714045208"
муфтій,0,0,0
мученик,1,"0,6666666667","0,7453559925"
мучити,-1,"-0,6666666667","0,4714045208"
мюнхенський,-1,"-0,6666666667","0,9428090416"
набагато,0,0,0
набережна,0,0,0
набирати,-1,"-0,6666666667","0,9428090416"
набиратися,0,"0,25","0,4330127019"
набіг,0,"-0,5","0,5"
набігати,0,"-0,2222222222","0,4157397096"
наближатися,0,"0,2","0,4"
набридати,-1,-1,0
набувати,0,"0,4444444444","0,6849348892"
набуття,1,"0,7777777778","0,6285393611"
нав'язливий,-1,-1,"0,4714045208"
нав'язування,-2,"-1,6666666667","0,4714045208"
навала,0,"-0,3333333333","0,4714045208"
навантаження,0,0,0
наведення,0,"0,3333333333","0,4714045208"
навертати,0,"-0,5","0,5"
навиворіт,0,"-0,5","0,5"
навігатор,0,0,0
навішувати,-1,"-0,8333333333","0,6871842709"
навіщо,0,0,0
навмисний,-1,-1,0
навмисний,-1,"-1,1111111111","0,3142696805"
навмисний,0,0,0
наводити,0,0,0
навпаки,0,0,0
навпіл,0,0,0
навтьоки,-1,-1,"0,632455532"
навчання,0,0,0
навчання,1,1,"0,8164965809"
навчати,0,"0,3333333333","0,4714045208"
навчатися,0,"0,2","0,4"
навчаться,0,0,0
нагадувати,-1,-1,0
наганяти,-1,"-0,6666666667","1,2472191289"
наглядач,0,"-0,5","0,5"
наглядовий,0,"0,3333333333","0,4714045208"
наговорювати,-1,-1,0
нагорода,1,"1,3333333333","0,4714045208"
нагородження,1,"1,3333333333","0,9428090416"
нагороджувати,1,"1,3333333333","0,4714045208"
нагороджуватися,1,1,"0,8164965809"
награбувати,-2,"-1,6666666667","0,4714045208"
надавати,0,"0,3333333333","0,4714045208"
надавати,0,"0,2222222222","0,4157397096"
надаватися,0,0,0
надання,0,0,0
надбавка,0,"0,3333333333","0,4714045208"
надбудова,0,0,0
надгробний,0,0,0
надгробок,-1,"-0,6666666667","0,9428090416"
наддержава,1,"0,6666666667","0,9428090416"
надзвичайний,-1,"-1,3333333333","0,4714045208"
надзвичайний,-1,-1,"0,8164965809"
надзвичайно,0,"0,3333333333","0,4714045208"
надихати,1,"1,1666666667","0,6871842709"
надія,1,"1,3333333333","0,4714045208"
надлишковий,-1,"-1,3333333333","0,4714045208"
надлишок,0,0,"0,8164965809"
надлюдський,0,0,"0,8164965809"
надмірність,-1,-1,"0,8164965809"
надприбутковий,2,2,0
надприродний,0,0,0
надра,0,0,0
надриватися,-1,"-1,3333333333","0,4714045208"
надрукувати,0,0,0
надсекретний,0,0,0
надсучасний,0,"0,3333333333","0,4714045208"
надуманий,-1,-1,"0,8164965809"
надходження,0,"-0,1111111111","0,7370277312"
надходити,0,"0,3333333333","0,4714045208"
наживатися,-1,"-1,3333333333","0,4714045208"
назбирати,0,"-0,3333333333","0,4714045208"
назва,0,"-0,2","0,4"
наздоганяти,0,0,"0,8164965809"
наземний,0,0,0
називатися,0,0,0
назрівати,0,"-0,4","1,0198039027"
наївний,-1,-1,0
наїзд,-1,"-0,8888888889","0,7370277312"
найбільш,0,"0,3333333333","0,4714045208"
найманий,0,"-0,3333333333","0,4714045208"
найменування,0,0,0
найменш,0,0,0
наказ,0,0,"1,1547005384"
наказувати,0,"-0,5","0,5"
накидатися,-1,"-1,2222222222","0,7856742013"
наклеп,-1,"-1,3333333333","0,4714045208"
наклепницький,-1,-1,"0,7071067812"
накопичення,0,"0,3333333333","0,4714045208"
накопичувальний,0,"0,2222222222","0,4157397096"
накопичуватися,0,0,0
накручувати,-1,"-1,25","0,4330127019"
налагоджувати,1,"0,6666666667","0,4714045208"
налаштовувати,0,"-0,3333333333","0,4714045208"
належати,0,"-0,1111111111","0,3142696805"
належний,0,0,0
належний,0,"0,2222222222","0,4157397096"
наліт,0,"-0,3333333333","0,4714045208"
налічувати,0,0,0
налічуватися,0,0,0
налякати,-1,-1,0
намагатися,0,"0,2222222222","0,6285393611"
намет,0,0,0
намір,0,0,0
намірюватися,0,"-0,2","0,4"
нанесення,-1,"-0,6666666667","0,9428090416"
наодинці,0,"-0,25","0,4330127019"
напад,-1,"-1,3333333333","0,4714045208"
нападати,-1,"-1,3333333333","0,4714045208"
нападки,-1,"-0,6666666667","0,4714045208"
напам'ять,0,0,0
напевно,0,0,0
написання,0,0,0
напівмертвий,-1,"-0,8888888889","0,5665577237"
напівписьменний,-1,"-0,8","0,4"
наплювати,-1,"-1,3333333333","0,4714045208"
наповал,-1,"-1,3333333333","0,4714045208"
наповнювати,0,"0,3333333333","0,6666666667"
наполегливий,0,"-0,2","0,9797958971"
наполегливо,0,"-0,3333333333","0,4714045208"
наполеонівський,0,"-0,5","0,5"
напористий,0,"0,4","0,8"
направляти,0,0,0
направлятися,0,"-0,2","0,4"
напрацювання,0,0,0
напруга,-1,"-0,6666666667","0,4714045208"
напружений,0,"-0,3333333333","0,7453559925"
напруженість,0,"-0,25","0,4330127019"
напружувати,-1,-1,0
напружуватися,0,"-0,3333333333","0,4714045208"
напрямок,0,"-0,1111111111","0,3142696805"
нарада,0,"-0,25","0,4330127019"
наражати,-1,-1,"0,8164965809"
нараховувати,0,0,0
нарешті,0,"0,3333333333","0,4714045208"
нарівні,0,"-0,3333333333","0,4714045208"
нарізати,0,"-0,3333333333","0,4714045208"
нарікання,-1,"-1,3333333333","0,4714045208"
нарікати,0,"-0,3333333333","0,4714045208"
наркобізнес,-1,"-1,2222222222","0,7856742013"
наркоманія,-1,-1,"0,8164965809"
наркоманський,-1,"-1,3333333333","0,4714045208"
наркота,-2,"-1,6666666667","0,4714045208"
наркотик,-1,-1,"0,8164965809"
наркотичний,-1,"-1,3333333333","0,4714045208"
народження,0,0,0
народний,0,"0,3333333333","0,4714045208"
народність,0,0,0
наростати,0,"-0,3333333333","0,4714045208"
насаджувати,-1,"-0,6666666667","0,6666666667"
населення,0,"0,1666666667","0,3726779962"
населяти,0,"0,5","0,5"
насильник,-1,-1,"0,8164965809"
насильницький,-1,"-1,3333333333","0,4714045208"
насильно,-1,"-1,3333333333","0,4714045208"
насильство,-1,"-0,6666666667","0,4714045208"
наскільки,0,0,0
наскрізь,0,0,0
насолода,1,1,"0,8164965809"
насолоджуватися,1,1,"0,7071067812"
насрати,-2,-2,0
настирливий,-1,"-1,3333333333","0,4714045208"
насторожувати,-1,-1,0
настрій,0,0,0
наступ,0,"-0,3333333333","0,4714045208"
наступальний,0,"-0,3333333333","0,4714045208"
наступати,0,"-0,1111111111","0,3142696805"
наступник,0,0,0
натовп,-1,"-0,6666666667","0,4714045208"
натуралістичний,0,0,"0,8164965809"
натуральний,1,"0,6666666667","0,9428090416"
натяжка,-1,"-0,6666666667","0,4714045208"
науково-дослідний,0,"0,3333333333","0,4714045208"
науково-технічний,0,0,0
нафта,0,0,"0,4714045208"
нафтовидобувний,0,0,0
нафтовидобуток,0,0,0
нафтовий,0,0,0
нафтогазовий,0,"-0,4444444444","0,496903995"
нафтопереробний,0,0,0
нафтопровід,0,0,0
нафтопродукт,0,"-0,2","0,4"
нахабно,-1,"-1,3333333333","0,4714045208"
нахабство,-1,"-1,3333333333","0,4714045208"
нахилятися,0,0,0
нахуй,-2,-2,0
нацистський,-1,"-0,6666666667","0,4714045208"
націонал-соціаліст,0,"-0,4444444444","0,496903995"
націоналіст,0,0,0
націоналістичний,0,0,0
національний,0,0,0
національність,0,0,0
національно-визвольний,0,0,0
начальник,0,0,0
наш,0,0,0
нашкодити,-1,"-1,2","0,4"
нащадок,0,"-0,5","0,5"
нащадок,0,0,0
неабиякий,-1,"-0,6666666667","0,4714045208"
неабиякий,0,"-0,2222222222","0,7856742013"
неабиякий,1,1,0
неагресивний,1,"0,8","0,4"
неадекватний,-1,"-1,3333333333","0,4714045208"
неадекватність,-2,"-1,6666666667","0,4714045208"
неактивний,0,"-0,2222222222","0,4157397096"
неактуальний,-1,"-0,6666666667","0,4714045208"
неакуратний,-1,-1,0
небагатий,0,0,"0,8164965809"
небагатослівний,0,0,"0,8164965809"
небажаний,-1,-1,0
небажання,-1,"-0,6666666667","0,4714045208"
небайдужий,1,"0,8888888889","0,7370277312"
небанальний,1,"0,6666666667","0,4714045208"
небачений,0,0,0
небезкорисний,1,"0,6666666667","0,4714045208"
небезпечний,-1,-1,0
небесний,0,0,"0,8164965809"
небитий,1,1,"0,8164965809"
небиткий,0,"0,4","0,4898979486"
неблагонадійний,-1,-1,0
неблагополуччя,-1,"-1,2222222222","0,4157397096"
неблизький,0,"-0,3333333333","0,4714045208"
небуття,0,"-0,3333333333","0,4714045208"
неважкий,0,"-0,3333333333","0,4714045208"
неважко,0,"0,3333333333","0,4714045208"
неважливий,-1,"-0,7777777778","0,4157397096"
невблаганний,0,0,"0,894427191"
невгамовний,-1,-1,"0,8164965809"
невгамовний,-1,"-1,2222222222","0,6285393611"
невгасимий,0,"0,3333333333","0,4714045208"
невдалий,-2,"-1,6666666667","0,4714045208"
невдалий,-1,"-1,25","0,4330127019"
невдача,-1,-1,0
невдачливий,-1,"-1,3333333333","0,4714045208"
невдоволення,-2,"-1,6666666667","0,4714045208"
невдячний,-1,"-1,3333333333","0,4714045208"
невеликий,-1,-1,0
невеликий,0,0,0
невибагливий,0,"0,3333333333","0,9428090416"
невибагливий,0,0,"1,4142135624"
невивчений,0,"-0,3333333333","0,4714045208"
невигадливий,0,"-0,3333333333","0,4714045208"
невигідний,-1,-1,0
невигідно,-1,"-1,3333333333","0,4714045208"
невизнаний,-1,-1,"0,8164965809"
невизначений,-1,"-0,5555555556","0,496903995"
невизначеність,0,"-0,4444444444","0,496903995"
невиїзд,0,"-0,2222222222","0,4157397096"
невиконаний,-1,"-0,6666666667","0,4714045208"
невиконаний,-1,-1,0
невиконання,-1,-1,0
невиліковний,-1,"-1,3333333333","0,4714045208"
невимірюваний,0,"0,3333333333","0,6666666667"
невимовний,0,"0,4444444444","0,496903995"
невимовний,1,1,"0,5"
невимушений,1,"0,6666666667","0,4714045208"
невинний,0,"-0,3333333333","1,2472191289"
невинний,0,0,0
невинність,0,"0,3333333333","0,4714045208"
невинно,0,"-0,3333333333","0,4714045208"
невиплачений,-1,"-0,8333333333","0,3726779962"
невиправданий,-1,-1,0
невиправний,-1,-1,0
невиразний,-1,-1,0
невиразно,-1,"-0,6666666667","0,4714045208"
невирішений,-1,-1,0
невисокий,-1,-1,"0,8164965809"
невичерпний,1,"0,8","0,4"
невичерпний,1,1,0
невігластво,-1,"-1,3333333333","0,4714045208"
невід'ємний,0,"0,3333333333","0,4714045208"
невідворотний,0,0,0
невіддільний,0,"0,4444444444","0,496903995"
невідкладний,0,0,"0,8164965809"
невідкладний,0,"-0,3333333333","0,4714045208"
невідомий,0,"0,3333333333","0,4714045208"
невідомий,0,"-0,3333333333","0,4714045208"
невідповідний,-1,-1,"0,7071067812"
невідповідність,-1,"-0,75","0,4330127019"
невідступний,1,1,"0,8164965809"
невірний,-1,-1,0
невластивий,0,"-0,3333333333","0,4714045208"
невловимий,0,"-0,3333333333","0,9428090416"
невміння,-1,-1,0
невпевнений,-1,-1,0
невпинний,0,"-0,3333333333","0,4714045208"
невпинний,1,"0,6666666667","0,6666666667"
невпинний,1,"0,6666666667","0,8164965809"
невпізнаний,0,0,0
невразливий,1,"0,6666666667","0,4714045208"
неврівноважений,-1,"-1,3333333333","0,4714045208"
невротичний,0,"-0,3333333333","0,4714045208"
невський,0,0,0
невтішний,-1,"-1,3333333333","0,4714045208"
невтішний,-1,-1,0
невтомний,1,"0,6666666667","0,4714045208"
негайний,0,0,0
негативний,-1,-1,0
негативний,-1,-1,"0,8164965809"
негативно,-2,-2,0
негативно,-1,-1,0
негідний,-1,-1,0
негідник,-1,"-1,3333333333","0,4714045208"
неглибокий,-1,"-0,5555555556","0,496903995"
негода,-1,-1,0
негожий,0,"-0,5","0,7637626158"
неготовий,0,"-0,2","0,7483314774"
неграмотний,-1,"-0,6666666667","0,4714045208"
негуманний,-1,"-0,8","0,9797958971"
негучний,0,0,0
недавній,0,0,0
недалекий,0,"-0,4","0,4898979486"
недалекоглядний,-1,-1,0
недарма,0,0,0
недбайливий,-1,"-1,1428571429","0,3499271061"
недбалий,-1,-1,0
недбалість,-2,"-1,6666666667","0,4714045208"
недвозначний,-1,"-0,6","0,4898979486"
недемократичний,0,"-0,3333333333","0,4714045208"
недержавний,0,0,0
недешевий,-1,-1,0
недисциплінований,-1,"-0,6666666667","0,4714045208"
недитячий,-1,"-0,75","0,4330127019"
недієздатний,-1,"-1,3333333333","0,4714045208"
недобросовісний,-1,"-1,3333333333","0,4714045208"
недовгий,0,"-0,3333333333","0,4714045208"
недовговічний,-1,-1,0
недовіра,-1,-1,0
недовірливий,-1,-1,0
недовірливий,-1,"-0,8888888889","0,3142696805"
недоглянутий,-1,"-1,3333333333","0,4714045208"
недозволений,-1,-1,0
недозволений,-1,"-1,25","0,4330127019"
недозволений,-1,-1,0
недоладний,-1,-1,0
недоладність,-1,-1,0
недолік,-1,-1,0
недолугий,-1,-1,0
недолугість,-1,-1,0
недолюблювати,-2,"-1,6666666667","0,4714045208"
недомовленість,0,"-0,3333333333","0,4714045208"
недоношений,-1,-1,0
недопалок,-1,"-0,6666666667","0,4714045208"
недоречний,-1,-1,0
недорікуватий,-1,"-1,3333333333","0,4714045208"
недоробка,-1,-1,0
недорозвинений,-1,-1,"0,4714045208"
недосвідчений,1,"0,6666666667","0,4714045208"
недосконалий,-1,"-0,6666666667","0,4714045208"
недосконалість,0,"-0,3333333333","0,4714045208"
недостатній,-1,"-0,6666666667","0,4714045208"
недостатність,-1,"-1,3333333333","0,4714045208"
недостовірний,-1,"-1,3333333333","0,4714045208"
недосяжний,1,"0,6666666667","0,4714045208"
недоторканність,1,"0,8","0,4"
недоумкуватість,-1,"-1,3333333333","0,4714045208"
недоцільний,0,"-0,3333333333","0,4714045208"
недружелюбний,-2,"-1,6666666667","0,4714045208"
недружній,-1,-1,0
неетичний,-1,"-1,3333333333","0,4714045208"
неефективний,-1,-1,0
неефективність,-1,-1,0
неживий,-1,"-0,6666666667","0,6666666667"
нежиттєздатний,-1,"-0,7777777778","0,6285393611"
нез'ясований,-1,"-0,6666666667","0,4714045208"
незабаром,0,0,0
незабутній,0,"-0,1111111111","0,8748897638"
незабутній,1,1,0
незавершений,0,"-0,2","0,4"
незагойний,-1,"-1,3333333333","0,4714045208"
незадовго,0,0,0
незадовільний,-1,-1,"0,8164965809"
незадоволений,-1,-1,0
незадоволений,-1,"-0,8333333333","0,6871842709"
незайманий,0,"0,3333333333","0,4714045208"
незакінчений,-1,-1,0
незаконний,-1,-1,0
незаконнонароджений,0,"-0,3333333333","0,4714045208"
незалежний,0,"0,3333333333","0,4714045208"
незалежність,0,"0,3333333333","0,4714045208"
незамараний,1,"0,5555555556","0,6849348892"
незамінний,1,"0,6666666667","0,4714045208"
незаможний,-1,"-0,6666666667","0,4714045208"
незамутнений,0,"0,3333333333","0,9428090416"
незаперечний,0,0,0
незаперечний,1,"0,6666666667","0,4714045208"
незапланований,0,"-0,3333333333","0,4714045208"
незапорошений,1,"0,6666666667","0,4714045208"
незаслужений,-1,-1,0
незаслужено,-1,"-1,3333333333","0,9428090416"
незатишний,-2,"-1,6666666667","0,4714045208"
незатребуваний,-1,"-0,7777777778","0,6285393611"
незацікавлений,0,"-0,3333333333","0,4714045208"
незбагненний,0,"-0,3333333333","0,4714045208"
незбалансований,-1,-1,0
незбутній,-1,"-1,3333333333","0,4714045208"
незвичайний,0,"0,3333333333","0,4714045208"
незвичайний,1,"0,6666666667","0,4714045208"
незвичайно,0,0,"0,8164965809"
незвичний,0,"-0,1111111111","0,3142696805"
незвично,0,"0,3333333333","0,4714045208"
незвіданий,0,"0,1111111111","0,99380799"
незворушний,0,"0,3333333333","0,6666666667"
незгідний,-1,-1,"0,8164965809"
незгладимий,0,"0,1666666667","1,2133516482"
незговірливий,0,"-0,3333333333","0,4714045208"
незграбний,0,"-0,25","0,8291561976"
нездатний,-1,"-0,75","0,4330127019"
нездатність,-1,"-1,3333333333","0,4714045208"
нездійснений,-1,-1,0
нездійсненний,-1,"-0,7777777778","0,4157397096"
нездоланний,-2,"-1,6666666667","0,4714045208"
нездоланний,0,"-0,1111111111","0,7370277312"
нездоровий,-1,"-1,3333333333","0,6666666667"
неземний,1,1,"0,8164965809"
незламний,1,1,"0,8164965809"
незліченний,0,0,"0,5"
незліченний,1,"0,6666666667","0,9428090416"
незломлений,1,"1,3333333333","0,4714045208"
незмивний,-1,-1,"0,8164965809"
незмінний,0,0,"0,8164965809"
незміцнілий,-1,"-0,6666666667","0,8164965809"
незнання,0,"-0,3333333333","0,4714045208"
незначний,0,"0,3333333333","1,2472191289"
незначно,0,0,0
незнищенний,0,"-0,3333333333","0,4714045208"
незрівняний,0,"0,3333333333","0,4714045208"
незрівнянний,1,"0,6666666667","0,6666666667"
незрівнянний,2,"1,6666666667","0,4714045208"
незрозумілий,-1,"-1,3333333333","0,4714045208"
незрозумілий,-1,"-0,6666666667","0,4714045208"
незрозуміло,-1,-1,0
незручний,-1,-1,0
незручно,-1,"-1,3333333333","0,4714045208"
неідеальний,-1,"-0,6666666667","0,4714045208"
неінформативний,-1,-1,0
неіснуючий,0,0,"0,8164965809"
неїстівний,-1,-1,"0,8164965809"
неймовірний,0,0,"0,8164965809"
неймовірний,0,"-0,3333333333","1,2472191289"
неймовірний,0,"0,3333333333","0,4714045208"
нейтральний,0,0,0
нейтрон,0,0,0
некваліфікований,-1,-1,"0,8164965809"
неквапливий,0,"0,25","0,8291561976"
некерований,-1,"-0,6666666667","0,6666666667"
некомерційний,0,0,0
некомпетентний,-1,"-1,3333333333","0,4714045208"
неконкурентоспроможний,-1,-1,0
неконтрольований,-1,"-1,3333333333","0,4714045208"
неконфліктний,1,1,0
некоректний,-1,-1,0
некритичний,0,"-0,3333333333","0,4714045208"
некрупний,0,"-0,3333333333","0,4714045208"
некультурний,-1,"-0,8","0,7483314774"
неласкавий,-1,"-1,3333333333","0,4714045208"
нелегальний,-1,"-1,25","0,4330127019"
нелегітимний,-1,"-0,8888888889","1,0999438818"
неліцензійний,-1,"-0,6666666667","0,4714045208"
нелогічний,-1,-1,0
нелогічність,-1,"-0,6666666667","0,4714045208"
нелюбимий,-1,"-1,2","0,4"
нелюбов,-1,"-1,1111111111","0,7370277312"
нелюдський,-2,"-1,6666666667","0,4714045208"
нелюдяний,-1,"-1,3333333333","0,4714045208"
немаленький,0,0,0
немаловажливий,1,"0,6666666667","0,4714045208"
нематеріальний,0,"-0,3333333333","0,4714045208"
немилосердний,-1,-1,0
неминучий,-1,"-1,3333333333","0,4714045208"
неминучий,0,"0,2222222222","1,0304020551"
неминучість,-1,-1,0
немислимий,-1,"-0,6666666667","0,9428090416"
немислимо,-1,"-1,3333333333","0,4714045208"
неміцний,-1,"-0,6666666667","0,4714045208"
немічний,-1,"-1,25","0,4330127019"
неможливий,-1,-1,"0,8164965809"
неможливість,-1,"-0,6666666667","0,4714045208"
немолодий,-1,"-0,6666666667","0,4714045208"
ненав'язливий,0,"0,3333333333","0,4714045208"
ненавидіти,-2,"-1,8333333333","0,3726779962"
ненависний,-2,-2,0
ненависть,-2,-2,0
ненавчений,-1,"-1,3333333333","0,9428090416"
ненадійний,-1,-1,0
ненадовго,0,"-0,3333333333","0,4714045208"
ненажерливий,-1,"-1,3333333333","0,4714045208"
неназваний,0,"0,3333333333","0,4714045208"
неналежний,-1,"-0,8888888889","0,3142696805"
неналежний,0,"-0,25","0,4330127019"
ненароком,-1,"-0,6666666667","0,4714045208"
ненароком,0,0,0
ненаситний,-1,"-0,8888888889","0,8748897638"
ненатуральний,-1,"-1,3333333333","0,4714045208"
ненормальний,-1,"-0,6666666667","0,4714045208"
ненормативний,-1,-1,0
ненудний,0,"0,3333333333","0,4714045208"
необ'єктивний,-1,-1,0
необачний,-1,-1,0
необачний,0,"-0,4","0,4898979486"
необгрунтований,-1,"-0,6666666667","0,4714045208"
необдуманий,-1,-1,0
необережний,-1,-1,0
необмежений,0,0,"0,8164965809"
необов'язковий,-1,"-0,75","0,4330127019"
необов'язково,0,"-0,3333333333","0,4714045208"
необтяжливий,1,1,0
необхідний,0,0,0
необхідність,0,0,0
необхідно,0,0,0
неодмінний,0,0,0
неоднозначний,-1,-1,0
неоднозначність,0,"-0,3333333333","0,4714045208"
неодноразовий,0,0,"0,4714045208"
неозброєний,0,"0,3333333333","0,4714045208"
неозорий,0,"0,3333333333","0,9428090416"
неонацистський,-1,"-1,3333333333","0,4714045208"
неопалюваний,-1,-1,"0,8164965809"
неоплачуваний,-1,"-0,6666666667","0,4714045208"
неорганізований,-1,-1,"0,8164965809"
неординарний,0,"0,3333333333","0,4714045208"
неоригінальний,-1,"-0,6666666667","0,4714045208"
неосвічений,-1,-1,0
неосвічений,-1,"-1,1666666667","0,3726779962"
неосяжний,1,"0,6666666667","0,9428090416"
неофіційний,0,"0,25","0,4330127019"
неохайний,-2,"-1,6666666667","0,4714045208"
неохайний,-1,-1,"0,4714045208"
неохоче,-1,"-0,6666666667","0,4714045208"
неоціненний,1,"0,6666666667","0,9428090416"
неочевидний,0,0,"0,4714045208"
непатріотичний,-1,-1,0
неперевершений,1,"1,3333333333","0,4714045208"
неперевірений,-1,-1,0
непередаваний,1,"0,6666666667","0,4714045208"
непередбачений,-1,"-0,5555555556","0,496903995"
непередбачуваний,-1,-1,0
непередбачуваність,0,"-0,3333333333","0,9428090416"
непереконливий,-1,"-1,3333333333","0,4714045208"
непереможений,1,"1,3333333333","0,4714045208"
непереможний,1,"0,75","0,4330127019"
непідвладний,0,"0,3333333333","0,4714045208"
непідготовлений,-1,-1,0
непідконтрольний,-1,"-0,6666666667","0,4714045208"
непідкупний,1,"0,8888888889","0,7370277312"
непідробний,1,1,0
непідтверджений,0,0,0
неплатоспроможний,0,"-0,5","0,5"
неповага,-1,"-0,8333333333","0,6871842709"
неповажний,-2,"-1,5","0,5"
неповний,0,"-0,5","0,5"
неповнолітній,0,"-0,3333333333","0,4714045208"
неповноцінний,-1,"-1,25","0,4330127019"
неповноцінність,-1,-1,"0,8164965809"
неповторний,0,"0,3333333333","0,4714045208"
непоганий,1,1,0
непогано,1,"0,6666666667","0,4714045208"
непогрішний,0,"0,3333333333","1,2472191289"
непоказний,-2,"-1,6666666667","0,4714045208"
непоказний,-1,-1,0
непокірний,-1,"-0,6666666667","1,2472191289"
непокора,-1,"-0,6666666667","0,9428090416"
непомірний,-1,-1,0
непомітний,0,"-0,3333333333","0,9428090416"
непоправний,0,"-0,3333333333","0,9428090416"
непопулярний,-1,"-0,6666666667","0,4714045208"
непорозуміння,-1,"-0,6666666667","0,4714045208"
непорочний,0,"0,3333333333","0,9428090416"
непорушний,-1,"-0,6666666667","0,4714045208"
непорушний,0,"-0,3333333333","0,4714045208"
непорушний,1,"1,2857142857","0,4517539515"
непорядний,-1,"-1,3333333333","0,4714045208"
непосидючий,0,"-0,3333333333","0,4714045208"
непосильний,0,"-0,3333333333","0,6666666667"
непослідовний,-1,"-1,25","0,4330127019"
непотоплюваний,0,0,0
непотрібний,-1,-1,0
непохитний,0,"0,3333333333","0,9428090416"
непохитний,1,1,"0,8164965809"
непояснюваний,0,"-0,4","0,4898979486"
неправда,-1,-1,0
неправдоподібний,-1,-1,"0,6666666667"
неправильний,-1,-1,0
неправильно,-1,-1,0
неправомірний,-1,"-0,75","0,4330127019"
непрактичний,-1,-1,0
непрацездатний,0,"-0,3333333333","0,4714045208"
непрацюючий,0,"-0,3333333333","0,4714045208"
неприборканий,0,"-0,25","0,8291561976"
неприборканий,0,"0,3333333333","0,8164965809"
неприбутковий,-1,"-0,6666666667","0,4714045208"
непривабливий,-1,"-1,25","0,4330127019"
непривітний,-1,-1,0
